,Datetime,Text
22,2020-04-14 16:58:19+00:00,Go Trump @realDonaldTrump Get hydroxychloroquine that's been proven to prevent catching the #ChineseVirus &amp; cures 99.9% of the patients it's been used on. If you want to open the government BEFORE the 2020 election force all governors to allow doctors to prescribe this medicine https://twitter.com/realDonaldTrump/status/1250075668282576898
23,2020-04-14 16:49:10+00:00,"https://www.washingtonexaminer.com/washington-secrets/michelle-obamas-odds-to-be-bidens-vp-surge-as-harris-klobuchar-fade I remember telling folks in 2017 that #MichelleObama will be the Presidential or Vice Presidential nominee in #2020. As you might imagine, I was heckled and laughed at... #Election #USA "
24,2020-04-14 16:49:07+00:00,"Congressional Republicans have signaled that they are rigging the 2020 election, that voters will not be allowed a free &amp; fair election under any circumstances, &amp; that the GOP is willing to betray our Constitution to that end. The USA is not a dictatorship, yet. "
25,2020-04-14 16:39:19+00:00,"So - let's blame everyone else, but USA government that ignored and did NOTHING to prepare for this virus??? I see... Cory - you will never change... But we will replace you with a person with dignity and brains next election!"
26,2020-04-14 16:37:06+00:00,"Good example of symbiotic relationship amongst @GOP , Fox News Channel aka Fake News Channel, and Russians. Taking a page from last election. Way to go GOP and @realDonaldTrump ! When we have people like you then who needs traitors."
27,2020-04-14 16:35:45+00:00,Nominations are now open for Pax Christi USA's National Council 2020 election slate; deadline is April 27 so get your nominations in today! http://paxchristiusa.org/2020/04/14/nominations-open-for-the-pax-christi-usa-national-council-2020-election-slate/
28,2020-04-14 15:43:11+00:00," HIS NAME IS JOE BIDEN @Biden Father of Hunter Biden,Ex-Vice President of the USA. Soon to be loser to Donald Trump in the 2020 election. Should his dementia act fail,soon to be indicted for CORRUPTION. That JOE BIDEN. You’re welcome @NYTimesPR"
29,2020-04-14 15:28:42+00:00,They're just hoping for the will do the 2020 Election by mail so they can Vote for Creepy Uncle Joe. Hell No I want to go in person like I have done for many years. I don't trust the mail in Vote
30,2020-04-14 15:10:02+00:00,Not advocating a stance on this matter... merely seeking input The wording of the #22ndAmendment doesn’t literally say that no one can be #President for more than two terms; only that no one can be elected President more than twice #BarackObama #JoeBiden #2020 #Election #USA 
31,2020-04-14 15:09:39+00:00,"#NEW #Connecticut Presidential Election Poll Bernie Sanders 48% (+11) Donald Trump 37% Sacred Heart University April 3, 2020 / 1,000A"
32,2020-04-14 15:08:58+00:00,"#NEW #Connecticut Presidential Election Poll Joe Biden 47% (+13) Donald Trump 34% Sacred Heart University April 3, 2020 / 1,000A"
33,2020-04-14 15:08:14+00:00,"#NEW #Virginia Presidential Election Poll Joe Biden 51% (+10) Donald Trump 41% Virginia Commonwealth University April 8, 2020 / 663 LV"
34,2020-04-14 15:07:37+00:00,"#NEW #Arizona Presidential Election Poll Joe Biden 52% (+9) Donald Trump 43% OH Predictive Insight @OHPredictive April 8, 2020 / 600LV"
35,2020-04-14 14:46:22+00:00,"...Mr. ⁦@BarackObama⁩ is set to make the endorsement official in a video message set to be posted later today, the people said... #USAelection2020 "
36,2020-04-14 14:32:04+00:00,https://www.washingtonpost.com/politics/former-president-barack-obama-to-announce-support-for-joe-biden-his-former-vice-president/2020/04/14/99a49a56-7e57-11ea-8013-1b6da0e4a2b7_story.html The #GOP had better find a suitable candidate for the #Republican nomination #BarackObama #MichelleObama #JoeBiden #2020 #Election #USA 
37,2020-04-14 14:13:01+00:00,"They are so afraid of Trump! They know the 2020 election is a ""no contest"" between Trump vs. Sleepy Creepy Rapey Joe Biden."
38,2020-04-14 13:17:57+00:00,"Erm..wasn't election defeat exactly what they wanted. To use a sporting phrase from USA, since 2017 they are 3 and O. Wreckers won in 2017, again in 2019 and rewarded with a Leadership win in 2020. They've bounced back remarkably well since losing 2015 &amp; 2016 leadership election."
39,2020-04-14 13:09:24+00:00,"All the networks need to send the female reporters and they need to respectfully back, “Sir, you didn’t answer my question” “Sir, you didn’t let me finish my question?” “Sir, that wasn’t the question I asked.” Women voters are going to make or break this election."
40,2020-04-14 12:27:02+00:00,"SHARE IT : Answer to upgrade #America in 2020 #Election producing a truly sustainable #economy, deliver healthy prosperity and creating a genuinely SMARTER COUNTRY GATES, PRESIDENT / DIMON, VP in 2020 SHARE IT Together Let's Start Movement of Real Value for Everyone in #USA "
41,2020-04-14 12:22:16+00:00,"Persidangan rahsia tergempar dilakukan di lokasi rahsia: Leader meja bulat: Any updates other than our covid bioweapon attack? BS: I have dropped out from the USA 2020 election. Syeikh Parid: My fellow masons, IKRAM have been found out to be part of this organisation."
42,2020-04-14 10:56:23+00:00,"If you're a non-American who hasn't applied for citizenship in the USA and registered to vote so you can vote for Joe Biden in the 2020 presidential election, that's a vote for Trump."
43,2020-04-14 10:10:09+00:00,"Anthony Fauci Navigates the Coronavirus, Twitter and Trumphttp://usanews.over-blog.com/2020/04/anthony-fauci-navigates-the-coronavirus-twitter-and-trump.html http://usanews.over-blog.com - #usa #entertainment #vote #2020 #election #news"
44,2020-04-14 09:49:16+00:00,"https://ift.tt/2C6zFtK - Anthony Fauci Navigates the Coronavirus, Twitter and Trump - #usa #entertainment #vote #2020 #election #news"
45,2020-04-14 08:18:14+00:00,Wybory prezydenckie w USA: Sanders wycofuje się i wspiera Bidena. Może tak i nasi opozycyjni kandydaci coś by pomyśleli w tym duchu? RT BBC News - US election 2020: Bernie Sanders endorses ex-rival Joe Biden for president 
46,2020-04-14 07:04:02+00:00,"Trump’s latest briefing #2: https://www.youtube.com/watch?v=071YQ5u6Gcg For a glimpse into a new low-point (?) check this out... Topics: Presidency, Media, Election 2020, + Constitution (given he later claimed Presidents have lockdown lifting powers for whole USA!?? Really? ...State Govs surely??!"
47,2020-04-14 05:40:22+00:00,If trump has no power who is running the USA ? The media? You yanks are a dangerous bunch not just trump but the ones saying they hope million’s die so trump loses election RIP USA your finished now as a super power
48,2020-04-14 05:34:47+00:00,"Great job on this thread!! Black Women have been dominating these last 2 yrs, e.g. 2018 election of 19 ALL Black Women judgeships in 1 County in TX; Miss Universe, Miss USA, Miss America 2019 winners ALL WOC, etc. Much more shld b said/written about this! ladies"
49,2020-04-14 04:28:28+00:00,"Dear American friends, As 2020 LegCo election tentative scheduled for 6 Sep 2020. Since time is running out, we would want to know may USA take action to support us to have #2020LegCoUniversalSuffrage under #HongKongHumanRightsandDemocracyAct ? Or even abolish US-HK policy?"
50,2020-04-14 04:08:32+00:00,ABC: La policía en España está distribuyendo máscaras faciales en las estaciones de tren para ayudar a prevenir la propagación del coronavirus.
51,2020-04-14 04:05:47+00:00,NYT: Trump convirtió la sesión informativa diaria sobre coronavirus del lunes en una defensa agresiva de su propia respuesta a la pandemia y usó un video estilo campaña para contrarrestar las críticas respecto de ser demasiado lento para frenar la propagación mortal del virus.
52,2020-04-14 03:50:52+00:00,Will @realDonaldTrump win the 2020 Presidential Election? #COVID2019 #AmericaWorksTogether #25thAmendmentNow #AmazonWheelOfFortune #TrumpPressConference #POTUS #USA #Election2020 #corona #virus #china
53,2020-04-14 02:39:27+00:00,CNN: El presidente afirmó falsamente hoy que los medios de comunicación ignoraron el coronavirus en enero y febrero. Tenemos respaldos.
54,2020-04-14 02:35:49+00:00,Reuters: Austria reabrió miles de tiendas en el primer aflojamiento de la cuarentena.
55,2020-04-14 02:32:20+00:00,"Reuters: El número de muertos por coronavirus en EE.UU. supera los 23.000, según el recuento de Reuters."
56,2020-04-14 02:00:01+00:00,Great thread! Thank you. 45 must be defeated along with those in the Senate and House you are enabling him. His agenda is destruction of the USA. As we get closer to the election we have to have a Blu tsunami 2020. 
57,2020-04-14 01:59:56+00:00,China China China China China not the USA . They brought it here with help of deep state and did it on purpose to kill us and to try and cheat on the 2020 election. This needs to be investigated. 
58,2020-04-14 01:47:44+00:00,https://www.huffpost.com/entry/michelle-obama-group-voting-easier-covid-19-pandemi_n_5e94ae38c5b6ff1965993973 #MichelleObama #2020 #Election #CoronaVirus #COVID19 #PublicHealth #USA 
59,2020-04-14 01:28:27+00:00,"NBC: ""Pido a todos los estadounidenses... que se unan a esta campaña y apoyen su candidatura (Biden), la que yo respaldo"", dijo el senador Sanders, ""para asegurarnos que derrotaremos a alguien que creo... es el presidente más peligroso en la historia moderna de este país""."
60,2020-04-14 01:22:13+00:00,@BernieSanders @realDonaldTrump @JesseBWatters @seanhannity KEEP DREAMING BERNIE..... Will NOT !!!!!! HAPPEN.... TRUMP WILL WIN NEXT ELECTION!!!! He IS AN AMAZING PRESIDENT FOR USA KAG 2020 
61,2020-04-14 00:14:08+00:00,The GOP’s push to block voters in Wisconsin backfired spectacularly & could cost them the 2020 election: https://www.rawstory.com/2020/04/the-gops-push-to-block-voters-in-wisconsin-backfired-spectacularly-and-could-cost-them-the-2020-election-voting-rights-attorney/amp/?__twitter_impression=true
62,2020-04-14 00:10:32+00:00,Fatwa Aa Gaya hai USA me ki Donald trump ko bahar ka rasta dikhao. From election 2020
63,2020-04-13 23:02:10+00:00,"How dare Trump interfere with liberal plans to keep USA closed &amp; harm its citizens to help dems in 2020 election! How dare he! Blue State govs harassing gun owners, churchgoers, other decent Americans everywhere. Those govs are abusing power, which again the liberal media favors "
64,2020-04-13 22:51:26+00:00,You are such a horrible thing that happened to the USA! You want nothing but to hurt the US &amp; her citizens! Horrible cheating &amp; fraud by Dems in 2016 &amp; you want people to make it easy for you all to CHEAT-LIE &amp; perpetrate FRAUD in the 2020 Presidential Election?! No!
65,2020-04-13 21:58:49+00:00,"The Boston Globe: Estados Unidos es el nuevo epicentro de la pandemia de coronavirus, con más de 22.000 muertes reportadas y más de medio millón de infectados."
66,2020-04-13 21:17:39+00:00,The HOUSE & SENATE should be called into session #Immediately to investigate if #Democrats colluded with China to release the #ChineseVirus in an effort to undermine Trump &amp; the 2020 Election. *Pass mandatory VoterID *No Pay until USA back to work. Vote &amp; #Retweet #Congress
67,2020-04-13 21:09:34+00:00,The Supreme Court strategy is an effective way to win election in USA. Wisconsin is the 1st step in that direction. In November history could repeat itself with the same scenario Buch-Gore. This is why our vote in November is an IMPERATIVE!
68,2020-04-13 20:11:19+00:00,El senador Bernie Sanders apoya a Joe Biden como candidato a la presidencia de Estados Unidos.
69,2020-04-13 20:04:17+00:00,November is 7 months away. Let’s see what happens leading up to then and what options and election security is offered to keep our election voting secure and free from rampant fraud. 
70,2020-04-13 19:34:57+00:00,Adam Schiff Wants to Investigate Trump Over Coronavirus - Hold Hearings Before 2020 Election (VIDEO) 
71,2020-04-13 19:23:48+00:00,"2020 Election... it’s going to get worse!!! Communication arm of DNC, and globalists!! Keep calling them out for fake stories!! Counter punch We will fight too!! #Trump2020 #FakeNews #FakeJournalismOfMedia #FakeNewsMedia"
72,2020-04-13 19:00:21+00:00,EVERY AMERICAN can still register to vote for the 2020 General Election. It only takes 30 seconds through @votedotorg and @TurboVote! Make sure you're ready for the election at http://ow.ly/cNrS50zcQgL #VotePlus10 #USA #vote #generalelection by shota James on Unsplash
73,2020-04-13 18:51:44+00:00,USA / 2020 USA PRESIDENTIAL ELECTION / DEMOCRATS PARTY PRESIDENTIAL NOMINEE CONTEST: 
74,2020-04-13 18:41:49+00:00,"https://www.cnn.com/2020/04/13/politics/bernie-sanders-endorses-joe-biden/index.html Now that #JoeBiden and #BernieSanders have joined forces, I highly advise the #GOP to dump #donaldtrump. #2020 #Election #USA "
75,2020-04-13 18:19:28+00:00,"Why is ex president Obama and his wife pushing for new votes by mailing, are they the president of USA, or looking for a cheap hole to rig the 2020 election, USA constitution must be obeyed by pulling votes we say no for mailing votes"
76,2020-04-13 18:18:51+00:00,Connect the dots. They are complicit. The target is @realDonaldTrump and economy of the USA . The #Globalist #Communist #DNC #MSM #CCP #UnitedNations They all hate @POTUS and want him to lose the 2020 election. It’s an ongoing coup. #TEAMCOUP @UTT_US #CCP_Kills #ShariaKills
77,2020-04-13 17:09:21+00:00,CORONAVIRUS COVID-19: Support yourself and the world! Help NOWhttp://usanews.over-blog.com/2020/03/coronavirus-covid-19-support-yourself-and-the-world-help-now.html http://usanews.over-blog.com - #usa #entertainment #vote #2020 #election #news
78,2020-04-13 17:07:18+00:00,"WADR, Please Pick Up A Phone & Call @BernieSanders ASAP &amp; Ask Him About What He Thinks About The #USA #2020 #POTUS Election. If U Are Truly A #Bernie Supporter Then U Will Believe @BernieSanders Over All Else... IMHO #Bernie Doesn’t Want U.S. ALL BANKRUPT/DEAD. "
79,2020-04-13 17:05:09+00:00,"WADR, Please Pick Up A Phone & Call @BernieSanders ASAP &amp; Ask Him About What He Thinks About The #USA #2020 #POTUS Election. If U Are Truly A #Bernie Supporter Then U Will Believe @BernieSanders Over All Else... IMHO #Bernie Doesn’t Want U.S. ALL BANKRUPT/DEAD. "
80,2020-04-13 16:52:50+00:00,"Can we really account it a failure? Everybody in USA saw @DNC /MSM 2020 election interference &amp; outright electoral fraud coming, a mile away. How do you raise a zillion $&amp; a legion of volunteers with no plan for it? Seriously asking for an explanation from tio @BernieSanders."
81,2020-04-13 16:51:08+00:00,Adam Schiff Wants to Investigate Trump Over Coronavirus - Hold Hearings Before 2020 Election (VIDEO) https://www.thegatewaypundit.com/2020/04/adam-schiff-wants-investigate-trump-coronavirus-hold-hearings-2020-election-video/?utm_source=Twitter&amp;utm_campaign=websitesharingbuttons REPUBLICANS MUST COME DOWN ON HARD..100% PRESIDENTIAL HARRASMENT..THIS WAS A SET UP THAT INCLUDED CHINA..SOROS..DEEP STATE..THE COMMUNIST PARTY OF THE USA
82,2020-04-13 16:43:33+00:00,"In a normal election year, I would agree with you. But look at 2018. Dems came within 4 points of winning the governorship. Democrats won two seats from the GOP in the House and had a 4% margin statewide. That looks more purple than red. And 2020 will be a lean D year."
83,2020-04-13 16:35:29+00:00,https://www.axios.com/michelle-obama-vote-2020-election-coronavirus-3be64987-6b86-41e5-acbe-8a9eeda8f7e9.html She is making her move... #MichelleObama #2020 #Election #USA is 
84,2020-04-13 16:11:10+00:00,"1st @ChrisCuomo of @CNN &amp; now @GStephanopoulos of @ABC, this Wuhan Virus is causing Greek tragedy after Roman tragedy. In all sincerity guys get better &amp; soon. The left's, Dem's, MSM needs u desperately the closer they/u get to the 11/03/2020 election."
85,2020-04-13 15:51:29+00:00,"Trump's fault too? IMPEACH! IMPEACHHHHH!!!! Idiotic dolts. CDC: 2019 Flu - 22,000 Dead and 36 Million Infected Can we have a little bit of outrage towards Trump for the flu deaths too? Please?? How about the 250,000 dead from surgery mistakes last year in the USA??"
86,2020-04-13 15:46:02+00:00,"What 2020 election should be about. Lack of ventilators tip of deadly, lack of regulation, profit-prioritizing iceberg. https://nyti.ms/2JWg2Z8 @democracynow @DianeRavitch @BernieSanders @ewarren @RevDrBarber @J4J_USA @AnthonyCody @palan57 @plthomasEdD @OccupyDemocrats @teka21bat"
87,2020-04-13 14:34:19+00:00,Trump 2020 USA Flag T-Shirt Donald Make America MAGA Political Election Tees #Gildan #ShortSleeve
88,2020-04-13 13:59:12+00:00,"ON MY MIND AND WIEGHING HEAVY. 2 wks. ago the USA reached 1K COVID DEAD. Today this AM we are at 22K, this moron has lead ALL OF US into COVID HELL, and most scary is we are just at the ""TIP OF ICEBURG"", keep in mind in 2020 Election, meanwhile SUPPORT VOTE BY MAIL! #TrumpVirus"
89,2020-04-13 13:53:32+00:00,Good for POTUS. Chris Wallace has set the narrative that the 2020 election will hold President Trump responsible for the spread of COVID in USA. He also is using his platform to spread the LIE. Shame on him.
90,2020-04-13 13:48:07+00:00,"""No masks, no distancing says Fauci 2/29/2020 Is Fauci supporting #Dems agenda to shut down the USA for mail in ballots to overthrow a US election? Why did WHO lie &amp; now Threaten @POTUS? Are #Globalists, #CommunistChinese &amp; #Dems &amp; @WHO working together to affect #2020Election!"
91,2020-04-13 13:46:16+00:00,I agree with you completely. Chris Wallace is setting up the Fox narrative for the 2020 election and the Fox libs are coming out of the woodwork like roaches in a cheap motel. “Blame Trump for COVID spread in the USA.” 
92,2020-04-13 13:34:11+00:00,I agree but commies dont play by the rules. We need to get our mfg out of there and strangle them economically. China = USA's biggest enemy
93,2020-04-13 13:18:19+00:00,Politico: El dinero de los préstamos para pequeñas empresas se agotará a fines de esta semana.
94,2020-04-13 13:16:49+00:00,"The Hill: China dirige una nueva investigación sobre los orígenes del coronavirus para que sea ""estrechamente administrada""."
95,2020-04-13 13:09:48+00:00,"Fauci no longer is, if he ever actually was, working for the American people. His connections are as suspicious as his desire to undermine the Presidential Election on November 3rd. Fire him now for all our sakes. Trump 2020 "
96,2020-04-13 12:58:09+00:00,"NBC: Las agencias de espionaje de EE.UU. Recolectaron información de inteligencia sobre una crisis de salud pública en Wuhan, China, en noviembre, dicen las autoridades."
97,2020-04-13 12:56:23+00:00,"Time: Según los expertos, es probable que la cifra real (de fallecidos) sea mucho mayor, porque la mayoría de los recuentos estatales no incluyen a los que murieron sin haberse sometido a la prueba COVID-19."
98,2020-04-13 12:54:18+00:00,"MSNBC: Estamos en la primera línea como inmigrantes, como trabajadores de la salud y socorristas, y la administración (Trump) está haciendo todo lo posible para sacarnos del país"". Opina el paramédico y receptor de DACA, Jesús Contreras."
99,2020-04-13 12:49:42+00:00,"#NEW #Utah Presidential Election Poll Donald Trump 46% (+5) Joe Biden 41% Y2 Analytics @y2analytics March 31, 2020 / 1,331LV"
100,2020-04-13 12:48:55+00:00,The Washington Post: Las bases de datos médicas muestran que 1 de cada 10 pacientes de mediana edad hospitalizados en USA con coronavirus no sobreviven. 
101,2020-04-13 12:31:41+00:00,"He closed the travel with China and Europe and was called a racist. MSNBC “Closing travel is ridiculous, the flu is our concern not Coronavirus”. CNN the same thing. Italy 150,000 infected - 19,000 dead USA 550,000 infected - 22,000 dead Surely you can do simple math."
102,2020-04-13 12:31:40+00:00,I've voted in every election I've been eligible for throughout the North Atlantic &amp; at different time of day &amp; have NEVER had to wait more than 10 minutes to get my ballot. Also why not just have more locations where people can vote in 2020 decreasing large groups &amp; lines.
103,2020-04-13 12:28:22+00:00,"You could be right. This absolutely sounds like the beginnings of a set-up played out by #AdamSchiff, #Dems &amp; #Fauci ... All in our 2020 election cycle. Smdh."
104,2020-04-13 10:49:21+00:00,https://ift.tt/2C6zFtK - #Coronavirus live updates: U.S. leads world in deaths - #usa #entertainment #vote #2020 #election #news
105,2020-04-13 10:39:05+00:00,#Coronavirus live updates: U.S. leads world in deathshttp://usanews.over-blog.com/2020/04/coronavirus-live-updates-u.s.leads-world-in-deaths.html http://usanews.over-blog.com - #usa #entertainment #vote #2020 #election #news
106,2020-04-13 10:08:11+00:00,Retweeting this story about Saudis and UAE funneling money you Trump for 2016 election. Manchurian candidate. 
107,2020-04-13 09:54:16+00:00,"Because l was a REPUBLICAN FOR 50+ YEARS. l voted in my states General election Primary Cruz and left the POTUS Unmarked. I WISH she would have won. Last GOP I voted for was Romney in 12 before Romney 08 McCain, Asked b4 why you retweet your tweet immediately? once is plenty."
108,2020-04-13 09:08:26+00:00,"He has lied his entire life. He has lied thousands of times since the election. If you can’t see that he’s a con then you’re the mark. He hasn’t lost billions. He was a bad businessman and he’s running the country like Trump casinos, Trump Water, Trump Steaks, etc..."
109,2020-04-13 06:19:00+00:00,First Lady asks Americans to wear masks while President Trump contradicts!!: First Lady asks Americans to wear masks while Pres... https://melania-trump-promotes-face-masks.blogspot.com/2020/04/first-lady-asks-americans-to-wear-masks.html?spref=tw #biden #biden2020 #election2020 #usaelection2020
110,2020-04-13 04:58:01+00:00,"#PopeForUBI By the decree of the Pope, @AndrewYang shall hereby run for the President of the USA in the 2020 Election to secure UBI for the People "
111,2020-04-13 04:56:37+00:00,"Power mongers, ready to cut #USA 's freedoms are exposing themselves as @POTUS is trying to stop the virus and revive the economy. They want citizens to face even more high risks. They intend to steal the 2020 election by hook or crook, then shred the Constitution. WAKE UP "
112,2020-04-13 04:05:19+00:00,"APRIL 8th, 2020 WHY DID BERNIE PASS UP THE USA PRESIDENCY AND DESERT THE ELECTION? "
113,2020-04-13 03:55:12+00:00,2020 will be the most corrupt election in history... 2016 will pale in comparison!
114,2020-04-13 03:44:30+00:00,"Reuters: Una bisabuela, de 97 años, se convierte en la sobreviviente de coronavirus más longeva de Brasil."
115,2020-04-13 03:12:21+00:00,"No. The plan is mail in voting. That's always been the plan. Dems take the white house in 2020. Grant amnesty to illegals and Rs never win another election. USA collapses under socialist tyrany, no shots fired."
116,2020-04-13 03:07:29+00:00,No these changes takes our rights of a fair and honest election away. You need an ID to do just about anything! Need to vote Red stop the Madness. 
117,2020-04-13 02:34:10+00:00,"Lying, Cheating, Election-stealing REPUBLICANS "
118,2020-04-13 02:19:39+00:00,The Economist: Los gobernadores estatales de Estados Unidos dicen que están compitiendo entre ellos y con el gobierno federal por suministros médicos.
119,2020-04-13 02:01:06+00:00,The Hill: Los expertos ven un vínculo preocupante entre coronavirus y contaminación.
120,2020-04-13 01:58:56+00:00,Clueless Joe? 2020?? About to throw the election?? Shoeless Joe Jackson... 1919 
121,2020-04-13 01:58:38+00:00,"ABC: Comprender si las personas que ya han estado enfermas son inmunes al virus es crucial, porque los expertos dicen que podría ayudar a que las economías vuelvan a funcionar al permitir que algunas personas vuelvan a trabajar de manera segura."
122,2020-04-13 01:35:09+00:00,@NateSilver538 if Rs win 2020 it may very well be the last election for this democratic experiment called the USA.
123,2020-04-13 01:27:47+00:00,"NBC: Los gobernadores de la primera línea donde están los brotes mas complejos de coronavirus dijeron el domingo que todavía tienen una cantidad insuficiente de los suministros necesarios para combatir COVID-19, aunque dijeron que la situación ha mejorado en las últimas semanas."
124,2020-04-13 01:21:24+00:00,If by some chance Trump wins the 2020 election it's guaranteed when he's finished there will be no more USA. We will be a poor third world country &amp; he will stay on as dictator as Castro did to Cuba. My biggest fear is this &amp; we can thank the GOP
125,2020-04-13 01:10:08+00:00,Coronavirus Will Reshape Voting Rights In The 2020 Election : NPR ! EVRAZ group of Russia USA In our USA since 2007 ? EVRAZ is Russiagate it’s bigger than Watergate scandal and Tea Pot Dome oil scandals piled together! EVRAZ Pueblo Colorado HoTTTer $teaLs
126,2020-04-13 01:03:17+00:00,"Not only that....the weekend news makes it clear that the number of COVID-19 deaths mean little or nothing to Trump. It’s all about China Trade talks, the stock market, the election and personal gain. If 10,000,000 Americans die,Trump will be okay, as long as he comes out on top. "
127,2020-04-13 00:39:10+00:00,"My first election was in 2016. I voted for Bernie and then Hillary. I worked on both of their campaigns and then worked in Bernie’s senate office. I voted for Warren in the 2020 primary. Again, you don’t know me."
128,2020-04-13 00:04:35+00:00,"Los Ángeles Times: El primer ministro británico, Boris Johnson, fue dado de alta y abandonó el hospital, dice que el personal (médico) le salvó la vida."
129,2020-04-12 22:12:54+00:00,"Thank you Mr. President, please stay healthy we need to hear from you at convention and final days of 2020 election so we can fix ‘us’ in the ‘USA’ again #makeususaagain"
130,2020-04-12 21:51:16+00:00,Remember when the Left/media conspired with foreign countries to weaponize US intel and prevent Trump from winning the 2016 election? Remember when the Left/media conspired with foreign countries (China) to weaponize a virus and prevent Trump from winning the 2020 election?
131,2020-04-12 21:49:24+00:00,"The Dems and USA will destroy you in Nov 2020.. Take your cellphone, take your money and leaf the usa. If you lose the election, you go to jail buddy. Run, run really far away like forest Gump, go and catch shrimps.. This is the best you could do. Run. The Dems are behind you"
132,2020-04-12 21:49:03+00:00,"The Dems and USA will destroy you in Nov 2020.. Take your cellphone, take your money and leaf the usa. If you lose the election, you go to jail buddy. Run, run really far away like forest Gump, go and catch shrimps.. This is the best you could do. Run. The Dems are behind you"
